Cấp 1,Cấp 2,Cấp 3,Cấp 4,Cấp 5,Tên ngành VSIC 2018,Từ khóa nhận diện và phân loại gói thầu,Nhóm lĩnh vực phân loại lại,Lĩnh vực chi tiết trong đấu thầu (phân loại lại),
,33,,,,"Sửa chữa, bảo dưỡng và lắp đặt máy móc và thiết bị",,,,
,,331,,,"Sửa chữa và bảo dưỡng máy móc, thiết bị và sản phẩm kim loại đúc sẵn",,,,
,,,3311,33110,Sửa chữa các sản phẩm kim loại đúc sẵn,"Sửa chữa thiết bị, sửa chữa máy móc",Phi tư vấn,Phi tư vấn,
,,,3312,33120,"Sửa chữa máy móc, thiết bị","Sửa chữa thiết bị, sửa chữa máy móc",Phi tư vấn,Phi tư vấn,
,,,3313,33130,Sửa chữa thiết bị điện tử và quang học,"Sửa chữa thiết bị điện tử, sửa chữa thiết bị quang học, sửa điện tử",Phi tư vấn,Phi tư vấn,
,,,3314,33140,Sửa chữa thiết bị điện,"Sửa chữa thiết bị điện, sửa đồ điện",Phi tư vấn,Phi tư vấn,
,,,3315,33150,"Sửa chữa và bảo dưỡng phương tiện vận tải (trừ ô tô, mô tô, xe máy và xe có động cơ khác)","Trung đại tu, sửa chữa phương tiện vận tải, sửa chữa lớn",Phi tư vấn,Phi tư vấn,
,,,3319,33190,Sửa chữa thiết bị khác,"Trung đại tu, sửa chữa thiết bị, sửa chữa lớn",Phi tư vấn,Phi tư vấn,
,,332,3320,33200,Lắp đặt máy móc và thiết bị công nghiệp,"Lắp đặt thiết bị, lắp đặt công trình",Phi tư vấn,Phi tư vấn,
D,,,,,"SẢN XUẤT VÀ PHÂN PHỐI ĐIỆN, KHÍ ĐỐT, NƯỚC NÓNG, HƠI NƯỚC VÀ ĐIỀU HOÀ KHÔNG KHÍ",,,,09/12 đang soát đến đây
,35,,,,"Sản xuất và phân phối điện, khí đốt, nước nóng, hơi nước và điều hoà không khí",,,,
,,351,,,"Sản xuất, truyền tải và phân phối điện",,,,
,,,3511,,Sản xuất điện,Sản xuất điện,Công nghiệp,Công nghiệp nặng,
,,,,35111,Thủy điện,"Nhà máy thủy điện, Công trình thủy điện, sản xuất điện, sản xuất thủy điện",Công nghiệp,Công nghiệp nặng,
,,,,35112,Nhiệt điện than,"Công trình nhiệt điện, nhà máy nhiệt điện, sản xuất nhiệt điện, sản xuất điện",Công nghiệp,Công nghiệp nặng,
,,,,35113,Nhiệt điện khí,"Công trình nhiệt điện, nhà máy điện khí, sản xuất nhiệt điện khí",Công nghiệp,Công nghiệp nặng,
,,,,35114,Điện hạt nhân,"Công trình điện hạt nhân, nhà máy điện hạt nhân, sản xuất điện hạt nhân",Công nghiệp,Công nghiệp nặng,
,,,,35115,Điện gió,"Công trình điện gió, sản xuất điện gió, năng lượng sạch",Công nghiệp,Công nghiệp nặng,
,,,,35116,Điện mặt trời,"Công trình điện mặt trời, Sản xuất điện mặt trời, năng lượng sạch",Công nghiệp,Công nghiệp nặng,
,,,,35119,Điện khác,,Công nghiệp,Công nghiệp nặng,
,,,3512,,Truyền tải và phân phối điện,,Xây lắp,Xây lắp công trình điện,
,,,,35121,Truyền tải điện,"Đường dây và trạm biến áp, truyền tải điện",Xây lắp,Xây lắp công trình điện,
,,,,35122,Phân phối điện,"Đường dây và trạm biến áp, trạm biến áp, tủ phân phối",Xây lắp,Xây lắp công trình điện,
,,352,3520,,"Sản xuất khí đốt, phân phối nhiên liệu khí bằng đường ống","Khí hóa lỏng, khí đốt, khí tự nhiên, Ống dẫn khí đốt, đường ống khí đốt, phân phối khí đốt",Công nghiệp,"Chế biến, chế tạo",
,,,,35201,Sản xuất khí đốt,"Khí hóa lỏng, khí đốt, khí tự nhiên",Công nghiệp,"Chế biến, chế tạo",
,,,,35202,Phân phối nhiên liệu khí bằng đường ống,"Ống dẫn khí đốt, đường ống khí đốt, phân phối khí đốt",Công nghiệp,"Chế biến, chế tạo","Chế biến, chế tạo"
,,353,3530,,"Sản xuất, phân phối hơi nước, nước nóng, điều hoà không khí và sản xuất nước đá","Cung cấp hơi nước, cung cấp nước nóng, điều hòa không khí, sản xuất điều hòa, sản xuất nước đá",Công nghiệp,"Chế biến, chế tạo",
,,,,35301,"Sản xuất, phân phối hơi nước, nước nóng và điều hoà không khí","Cung cấp hơi nước, cung cấp nước nóng, sản xuất điều hòa, điều hòa không khí",Công nghiệp,"Chế biến, chế tạo",
,,,,35302,Sản xuất nước đá,"Sản xuất nước đá, đá sạch, đá tinh khiết",Công nghiệp,Thực phẩm,
E,,,,,"CUNG CẤP NƯỚC; HOẠT ĐỘNG QUẢN LÝ VÀ XỬ LÝ RÁC THẢI, NƯỚC THẢI",,,,
,36,360,3600,36000,"Khai thác, xử lý và cung cấp nước","Khai thác nước, xử lý nước, cung cấp nước",Xây lắp,Công trình hạ tầng kỹ thuật,
,37,370,3700,,Thoát nước và xử lý nước thải,"Xử lý nước thải, thoát nước thải",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,,37001,Thoát nước,Thoát nước thải,Xây lắp,Công trình hạ tầng kỹ thuật,
,,,,37002,Xử lý nước thải,Xử lý nước thải,Xây lắp,Công trình hạ tầng kỹ thuật,
,38,,,,"Hoạt động thu gom, xử lý và tiêu hủy rác thải; tái chế phế liệu",,,,
,,381,,,Thu gom rác thải,,,,
,,,3811,38110,Thu gom rác thải không độc hại,"Thu gom rác, rác thải",Phi tư vấn,Phi tư vấn,
,,,3812,,Thu gom rác thải độc hại,"Rác thải độc hại, thu gom rác độc hại",Phi tư vấn,Phi tư vấn,
,,,,38121,Thu gom rác thải y tế,"Rác thải y tế, thu gom rác thải y tế",Phi tư vấn,Phi tư vấn,
,,,,38129,Thu gom rác thải độc hại khác,Rác thải độc hại khác,Phi tư vấn,Phi tư vấn,
,,382,,,Xử lý và tiêu hủy rác thải,,,,
,,,3821,38210,Xử lý và tiêu hủy rác thải không độc hại,"Xử lý rác, tiêu hủy rác, chế biến rác",Phi tư vấn,Phi tư vấn,
,,,3822,,Xử lý và tiêu hủy rác thải độc hại,Tiêu hủy rác độc hại,Phi tư vấn,Phi tư vấn,
,,,,38221,Xử lý và tiêu hủy rác thải y tế,"Xử lý rác y tế, tiêu hủy rác y tế",Phi tư vấn,Phi tư vấn,
,,,,38229,Xử lý và tiêu hủy rác thải độc hại khác,Xử lý rác thải độc hại,Phi tư vấn,Phi tư vấn,
,,383,3830,,Tái chế phế liệu,"Tái chế, tái chế phế liệu",,,
,,,,38301,Tái chế phế liệu kim loại,Tái chế phế liệu kim loại,Phi tư vấn,Phi tư vấn,
,,,,38302,Tái chế phế liệu phi kim loại,Tái chế phế liệu phi kim loại,Phi tư vấn,Phi tư vấn,
,39,390,3900,39000,Xử lý ô nhiễm và hoạt động quản lý chất thải khác,"Xử lý ô nhiễm, xử lý môi trường, quản lý chất thải, lập báo cáo môi trường, quan trắc môi trường",Phi tư vấn,Phi tư vấn,
,,,,,,Công trình xử lý rác thải rắn,Xây lắp,Công trình hạ tầng kỹ thuật,
F,,,,,XÂY DỰNG,,,,
,41,410,,,Xây dựng nhà các loại,,,,
,,,4101,41010,Xây dựng nhà để ở,"Nhà ở, Biệt thự, Nhà hàng, Khách sạn, resort",Xây lắp,Xây dựng dân dụng,
,,,4102,41020,Xây dựng nhà không để ở," Nhà chờ, nhà ga, quán bar",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trụ sở làm việc, Trụ sở Quốc hội, Trụ sở Chính phủ, Phủ Chủ tịch, làm việc của Sở, Trụ sở làm việc của ban",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trụ sở làm việc của Bộ, Trụ sở làm việc của Ngành, Trụ sở làm việc của Ủy ban nhân dân",Xây lắp,Xây dựng dân dụng,
,42,,,,Xây dựng công trình kỹ thuật dân dụng,,,,
,,421,,,Xây dựng công trình đường sắt và đường bộ,,,,
,,,4211,42110,Xây dựng công trình đường sắt,"Đường sắt cao tốc, đường sắt tốc độ cao, đường sắt đô thị , Đường sắt quốc gia, Đường sắt chuyên dụng, đường sắt địa phương",Xây lắp,Công trình giao thông,
,,,4212,42120,Xây dựng công trình đường bộ,"Đường ô tô cao tốc, Đường ô tô, Đường trục chính đô thị, Đường trục đô thị",Xây lắp,Công trình giao thông,
,,,,,,"Đường liên khu vực, Đường chính khu vực, Đường khu vực, Đường phân khu vực, đường vào nhóm nhà ở, vào nhà, đường nội bộ trong một công trình,Đường xe đạp, đường đi bộ, Đường nông thôn",Xây lắp,Công trình giao thông,
,,,,,,"Nút giao thông đồng mức, Nút giao thông khác mức",Xây lắp,Công trình giao thông,
,,,,,,"Công trình Cầu, Công trình cầu vượt, Công trình cầu chui, Cầu phao",Xây lắp,Công trình giao thông,
,,,,,,"Công trình hầm, Công trình hầm đường bộ, Công trình hầm chui",Xây lắp,Công trình giao thông,
,,422,,,Xây dựng công trình công ích,,,,
,,,4221,42210,Xây dựng công trình điện,"Công trình nhiệt điện, Công trình thủy điện, Công trình điện gió, Công trình điện mặt trời,",Xây lắp,Xây lắp công trình điện,
,,,,,,"Công trình điện hạt nhân, Công trình điện địa nhiệt, Công trình điện thủy triều",Xây lắp,Xây lắp công trình điện,
,,,,,,"Công trình điện rác, Công trình điện sinh khối, Công trình điện khí biogas",Xây lắp,Xây lắp công trình điện,
,,,,,,"Đường dây và trạm biến áp, Công trình máy phát điện",Xây lắp,Xây lắp công trình điện,
,,,,,,"Hệ thống chiếu sáng đường, hệ thống chiếu sáng điện ngoài công trình",Xây lắp,Xây lắp công trình điện,
,,,,,,"Cải tạo, sửa chữa, thí nghiệm điện",Xây lắp,Xây lắp công trình điện,
,,,4222,42220,"Xây dựng công trình cấp, thoát nước","Nhà máy nước, công trình xử lý nước sạch, Trạm bơm nước thô, nước sạch hoặc tăng áp , hệ thống cấp nước sinh hoạt",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,,,,"Hồ Điều hòa, Trạm bơm nước mưa ,Công trình xử lý nước thải, Trạm bơm nước thải , Công trình xử lý bùn",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,,,,"Công viên cây xanh, Nghĩa trang, Nhà tang lễ, Cơ sở hỏa táng, Hệ thống chiếu sáng công cộng, Nhà để xe ô tô, Sân đỗ xe",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,,,,"Trạm bơm trung chuyển, Hệ thống tưới tiêu, Công trình đập, Công trình đê, Công trình kè, Hồ chứa",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,4223,42230,"Xây dựng công trình viễn thông, thông tin liên lạc","Hạ tầng kỹ thuật công nghệ thông tin, tuyến cáp quang, tuyến cáp đồng trục",Xây lắp,Công trình hạ tầng kỹ thuật,
,,,4229,42290,Xây dựng công trình công ích khác,"Trường học, nhà trẻ, nhà mẫu giáo, trường mầm non",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trường trung học cơ sở, trường trung học phổ thông, trường phổ thông liên cấp",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trường đại học, trường cao đẳng, Trường trung học chuyên nghiệp, trường dạy nghề, trường công nhân kỹ thuật, trường nghiệp vụ",Xây lắp,Xây dựng dân dụng,
,,,,,,"Bệnh viện, đa khoa, cấp cứu",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trung tâm y tế, trung tâm sinh học",Xây lắp,Xây dựng dân dụng,
,,,,,,"Sân vận động, sân thi đấu, Thể thao, Khán đài",Xây lắp,Xây dựng dân dụng,
,,,,,,"Nhà thi đấu, Nhà tập luyện",Xây lắp,Xây dựng dân dụng,
,,,,,,"Bể bơi, Sân thể thao",Xây lắp,Xây dựng dân dụng,
,,,,,,"Sân gôn, 9 lỗ, 18 lỗ, 36 lỗ",Xây lắp,Xây dựng dân dụng,
,,,,,,"Trung tâm hội nghị, nhà hát, nhà văn hóa, câu lạc bộ, rạp chiếu phim, rạp xiếc, vũ trường, club house",Xây lắp,Xây dựng dân dụng,
,,,,,,"Bảo tàng, thư viện, triển lãm, nhà trưng bày, Tượng đài",Xây lắp,Xây dựng dân dụng,
,,,,,,"Chợ, Siêu thị, trung tâm thương mại",Xây lắp,Xây dựng dân dụng,
,,429,,,Xây dựng công trình kỹ thuật dân dụng khác,,,,
,,,4291,42910,Xây dựng công trình thủy,"Công trình ụ, Công trình Cảng, Công trình bến hàng hóa, Công trình Cảng, bến hành khách, Công trình Bến phà, Công trình Âu tàu",Xây lắp,Công trình giao thông,
,,,,,,"Luồng tàu ở cửa biển, cửa vịnh hở, trên biển, Luồng trong sông, trong vịnh kín, đầm phá, kênh đào cho tàu biển, Kênh đào, khu vực neo đậu chuyển tải, tránh trú bão, Công trình đóng mới, sửa chữa tàu biển, ụ tàu biển, âu tàu",Xây lắp,Công trình giao thông,
,,,,,,Hệ thống phao báo hiệu hàng hải,Xây lắp,Công trình giao thông,
,,,4292,42920,Xây dựng công trình khai khoáng,"Mỏ than hầm lò, Mỏ quặng hầm lò, Mỏ than lộ thiên, Mỏ quặng lộ thiên",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sàng tuyển than, Nhà máy tuyển",Xây lắp,Xây dựng công nghiệp,
,,,,,,Công trình sản xuất alumin,Xây lắp,Xây dựng công nghiệp,
,,,,,,Công trình Mỏ khai thác vật liệu xây dựng,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy luyện kim mầu, Khu liên hợp luyện kim",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy luyện, cán thép",Xây lắp,Xây dựng công nghiệp,
,,,4293,42930,"Xây dựng công trình chế biến, chế tạo","Nhà máy sản xuất xi măng, Trạm nghiền xi măng",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất cấu kiện bê tông , Nhà máy sản xuất gạch xi măng cốt liệu, Nhà máy sản xuất cấu kiện bê tông ly tâm, Nhà máy sản xuất cấu kiện cấu kiện bê tông ứng lực trước",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất viên xây, Nhà máy sản xuất cấu kiện bê tông khí AAC",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất gạch đất sét nung,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất sản phẩm ốp, lát",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất sản phẩm sứ vệ sinh,Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất kính xây dựng,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy chế tạo máy động lực và máy nông nghiệp, Nhà máy chế tạo máy công cụ và thiết bị công nghiệp",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy chế tạo thiết bị toàn bộ, Nhà máy chế tạo thiết bị nâng hạ, Nhà máy sản xuất, lắp ráp cẩu tự hành",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất, lắp ráp máy ủi, Nhà máy lắp ráp máy đào, Nhà máy lắp ráp máy xúc, Nhà máy sản xuất, lắp ráp xe lu tĩnh và lu rung",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất lắp ráp ô tô, Nhà máy sản xuất lắp ráp xe máy, Nhà máy sản xuất lắp ráp đầu máy tàu hỏa",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Công trình khai thác trên biển, Công trình giàn khai thác, Công trình giàn khoan",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Công trình lọc dầu, Công trình chế biến khí, Công trình Kho xăng dầu",Xây lắp,Xây dựng công nghiệp,
,,,,,,Công trình sản xuất nhiên liệu sinh học,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Công trình kho chứa khí hóa lỏng, trạm chiết nạp khí hóa lỏng",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Công trình Trạm bán lẻ xăng, dầu, Công trình trạm khí hóa lỏng",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất Urê, Nhà máy sản xuất DAP, Nhà máy sản xuất MPA,Nhà máy sản xuất SA, Nhà máy sản xuất NPK",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất phân lân , Nhà máy sản xuất phân vi sinh",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất hóa chất bảo vệ thực vật,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất hóa chất, Nhà máy sản xuất Amoniac, axit, xút, clo các loại",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất sô đa,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất các muối vô cơ, ôxit vô cơ",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất các loại hóa chất vô cơ tinh và tinh khiết,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất sản phẩm hóa dầu, Nhà máy sản xuất sản phẩm hóa dược",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất hóa mỹ phẩm, Nhà máy sản xuất sản phẩm tẩy rửa",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất pin, Nhà máy sản xuất ắc quy, Nhà máy sản xuất que hàn",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất khí công nghiệp,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất săm lốp, Nhà máy sản xuất băng tải",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất sản phẩm sơn, mực in các loại, Nhà máy sản xuất nguyên liệu nhựa",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Công trình sản xuất vật liệu nổ công nghiệp, Kho chứa vật liệu nổ công nghiệp",Xây lắp,Xây dựng công nghiệp,
,,,4299,42990,Xây dựng công trình kỹ thuật dân dụng khác,"Đường băng, công trình đảm bảo bay",Xây lắp,Xây lắp công trình điện,
,,,,,,"Kho hầm lò, kho ngầm, Kho lưu động, Kho cố định nổi và nửa ngầm",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sữa, nhà xưởng",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà xưởng, Nhà máy sản xuất bánh kẹo, Nhà máy mì ăn liền, Nhà máy",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất dầu ăn,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất rượu, bia, Nhà máy sản xuất nước giải khát",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy xơ sợi, Nhà máy dệt, Nhà máy nhuộm, Nhà máy sản xuất các sản phẩm may",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy thuộc da và sản xuất các sản phẩm từ da, Xưởng sản xuất da",Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy sản xuất các sản phẩm nhựa, Nhà máy sản xuất đồ sành sứ, thủy tinh",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy bột giấy và giấy,Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy sản xuất thuốc lá,Xây lắp,Xây dựng công nghiệp,
,,,,,,"Nhà máy lắp ráp điện tử, Nhà máy lắp ráp điện lạnh, Nhà máy chế tạo linh kiện, phụ tùng thông tin và điện tử",Xây lắp,Xây dựng công nghiệp,
,,,,,,Nhà máy in tiền,Xây lắp,Xây dựng công nghiệp,
,43,,,,Hoạt động xây dựng chuyên dụng,,,,
,,431,,,Phá dỡ và chuẩn bị mặt bằng,,,,
,,,4311,43110,Phá dỡ,"Phá dỡ công trình, Đào móng công trình, hút bể phốt",Xây lắp,Xây dựng dân dụng,
,,,4312,43120,Chuẩn bị mặt bằng,"Lắp đặt giàn giáo, đổ bê tông, san nền",Xây lắp,Xây dựng dân dụng,
,,432,,,"Lắp đặt hệ thống điện, hệ thống cấp thoát nước và lắp đặt xây dựng khác",,,,
,,,4321,43210,Lắp đặt hệ thống điện,"Thi công điện, xây dựng hệ thống điện, lắp đặt hệ thống điện",Xây lắp,Xây dựng dân dụng,
,,,4322,,"Lắp đặt hệ thống cấp, thoát nước, hệ thống sưởi và điều hoà không khí",,Phi tư vấn,Phi tư vấn,
,,,,43221,"Lắp đặt hệ thống cấp, thoát nước","Lắp đặt hệ thống nước, lắp đặt thoát nước",Phi tư vấn,Phi tư vấn,
,,,,43222,Lắp đặt hệ thống sưởi và điều hoà không khí,"Lắp đặt điều hòa, Lắp đặt hệ thống sưởi",Phi tư vấn,Phi tư vấn,
,,,4329,43290,Lắp đặt hệ thống xây dựng khác,"Thiết bị chống sét cho công trình xây dựng, lắp đặt xây dựng khác",Xây lắp,Xây dựng dân dụng,
,,433,4330,43300,Hoàn thiện công trình xây dựng,"Hoàn thiện ngoại thất, sơn sửa công trình,Trần thạch cao, ốp gạch, lát đá, ốp đá, thi công hoàn thiện",Xây lắp,Xây dựng dân dụng,
,,439,4390,43900,Hoạt động xây dựng chuyên dụng khác,Xây dựng chuyên dụng,Xây lắp,Xây dựng dân dụng,
G,,,,,"BÁN BUÔN VÀ BÁN LẺ; SỬA CHỮA Ô TÔ, MÔ TÔ, XE MÁY VÀ XE CÓ ĐỘNG CƠ KHÁC",,,,Xem đến 12/12
,45,,,,"Bán, sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",,,,
,,451,,,Bán ô tô và xe có động cơ khác,,,,
,,,4511,,Bán buôn ô tô và xe có động cơ khác,"Cung cấp ô tô, Phương tiện vận chuyển người, bán buôn xe ô tô, cung cấp phương tiện cơ giới",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45111,Bán buôn ô tô con (loại 9 chỗ ngồi trở xuống),"Cung cấp ô tô, Phương tiện vận chuyển người, bán buôn xe ô tô",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45119,Bán buôn xe có động cơ khác,"Cung cấp phương tiện cơ giới, bán buôn xe ; Xe nâng, thiết bị bốc xếp, thiết bị nâng hạ",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,4512,45120,Bán lẻ ô tô con (loại 9 chỗ ngồi trở xuống),"Cung cấp ô tô, Phương tiện vận chuyển người",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,4513,,Đại lý ô tô và xe có động cơ khác,"Đại lý xe - máy, Ô tô tải, phương tiện vận chuyển hàng, sơ mi - rơ moóc, Phương tiện cứu hộ, Cano, thuyền, máy bay, Cung cấp cần cẩu, Cung cấp máy xúc, Cung cấp máy ủi, Cung cấp xe lu, cung cấp xe san đường",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45131,Đại lý ô tô con (loại 9 chỗ ngồi trở xuống),"Cung cấp ô tô, Phương tiện vận chuyển người, đại lý ô tô",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45139,Đại lý xe có động cơ khác,"Đại lý xe - máy, Ô tô tải, phương tiện vận chuyển hàng, sơ mi - rơ moóc, Phương tiện cứu hộ, Cano, thuyền, máy bay",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,,,"Cung cấp cần cẩu, Cung cấp máy xúc, Cung cấp máy ủi, Cung cấp xe lu, cung cấp xe san đường",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,452,4520,45200,"Bảo dưỡng, sửa chữa ô tô và xe có động cơ khác","Bảo trì xe, bảo trì động cơ, bảo dưỡng xe, bảo dưỡng động cơ",Phi tư vấn,Phi tư vấn,
,,453,4530,,Bán phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,,Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45301,Bán buôn phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,"Bán buôn phụ tùng, Phụ tùng xe cơ giới, phụ tùng ô tô, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45302,Bán lẻ phụ tùng và các bộ phận phụ trợ của ô tô con (loại 9 chỗ ngồi trở xuống),"Phụ tùng xe cơ giới, phụ tùng ô tô, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45303,Đại lý phụ tùng và các bộ phận phụ trợ của ô tô và xe có động cơ khác,"Phụ tùng ô tô, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,454,,,"Bán, bảo dưỡng và sửa chữa mô tô, xe máy, phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",,,,
,,,4541,,"Bán mô tô, xe máy",,Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45411,"Bán buôn mô tô, xe máy","Cung cấp xe, cung cấp phương tiện xe cơ giới",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45412,"Bán lẻ mô tô, xe máy","Cung cấp xe, cung cấp phương tiện xe cơ giới",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45413,"Đại lý mô tô, xe máy","Cung cấp xe, cung cấp phương tiện xe cơ giới",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,4542,45420,"Bảo dưỡng và sửa chữa mô tô, xe máy","Bảo trì xe, bảo trì động cơ, bảo dưỡng xe, bảo dưỡng động cơ",Phi tư vấn,Phi tư vấn,
,,,4543,,"Bán phụ tùng và các bộ phận phụ trợ của mô tô, xe máy",,Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45431,"Bán buôn phụ tùng và các bộ phận phụ trợ của mô tô, xe máy","Phụ tùng mô tô, phụ tùng xe máy, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45432,"Bán lẻ phụ tùng và các bộ phận phụ trợ của mô tô, xe máy","Phụ tùng mô tô, phụ tùng xe máy, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,,,,45433,"Đại lý phụ tùng và các bộ phận phụ trợ của mô tô, xe máy","Phụ tùng mô tô, phụ tùng xe máy, phụ tùng thiết bị",Mua sắm hàng hóa,"Phương tiện vận chuyển, máy móc xây dựng và phụ tùng
",
,46,,,,"Bán buôn (trừ ô tô, mô tô, xe máy và xe có động cơ khác)",,,,
,,461,4610,,"Đại lý, môi giới, đấu giá hàng hóa","Đại lý, môi giới, đấu giá hàng hóa",Phi tư vấn,Phi tư vấn,
,,,,46101,Đại lý bán hàng hóa,"Đại lý, đại diện thương mại",Phi tư vấn,Phi tư vấn,
,,,,46102,Môi giới mua bán hàng hóa,"Môi giới hàng hóa, môi giới thương mại",Phi tư vấn,Phi tư vấn,
,,,,46103,Đấu giá hàng hóa,Đấu giá hàng hóa,Phi tư vấn,Phi tư vấn,Chưa chắc
,,462,4620,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống","Nông lâm sản, nguyên liệu lâm sản, động vật sống",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46201,"Bán buôn thóc, ngô và các loại hạt ngũ cốc khác","Thực phẩm, ngũ cốc, ngô, đậu tương, lạc",Mua sắm hàng hóa,Mua sắm hàng hóa khác,
,,,,46202,Bán buôn hoa và cây,Hoa và cây,Mua sắm hàng hóa,Mua sắm hàng hóa khác,
