Cấp 1,Cấp 2,Cấp 3,Cấp 4,Cấp 5,Tên ngành VSIC 2018,Từ khóa nhận diện và phân loại gói thầu,Nhóm lĩnh vực phân loại lại,Lĩnh vực chi tiết trong đấu thầu (phân loại lại),
,,,,61909,Hoạt động viễn thông khác chưa được phân vào đâu,"Truyền thông, quảng cáo, sự kiện, phim ảnh, đường truyền","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,62,620,,,"Lập trình máy vi tính, dịch vụ tư vấn và các hoạt động khác liên quan đến máy vi tính",,,,
,,,6201,62010,Lập trình máy vi tính,"Lập trình máy tính, Tư vấn máy vi tính và quản trị hệ thống máy vi tính",Tư vấn,Giải pháp phần mềm,
,,,6202,62020,Tư vấn máy vi tính và quản trị hệ thống máy vi tính,"Lập trình máy tính, Tư vấn máy vi tính và quản trị hệ thống máy vi tính",Tư vấn,Giải pháp phần mềm,
,,,6209,62090,Hoạt động dịch vụ công nghệ thông tin và dịch vụ khác liên quan đến máy vi tính,"Giải pháp phần mềm, Thiết kế phần mềm, Thiết kế website, Giải pháp an ninh mạng, Bảo mật hệ thống",Tư vấn,Giải pháp phần mềm,
,,,,,,"Giải pháp phần mềm kế toán, phần mềm bán hàng, phần mềm chuyên ngành",Tư vấn,Giải pháp phần mềm,
,63,,,,Hoạt động dịch vụ thông tin,,,,
,,631,,,"Xử lý dữ liệu, cho thuê và các hoạt động liên quan; cổng thông tin",Xử lý dữ liệu,Tư vấn,Giải pháp phần mềm,
,,,6311,63110,"Xử lý dữ liệu, cho thuê và các hoạt động liên quan",Xử lý dữ liệu,Tư vấn,Giải pháp phần mềm,
,,,6312,63120,Cổng thông tin,Xây dựng cổng thông tin,Tư vấn,Giải pháp phần mềm,
,,639,,,Dịch vụ thông tin khác,,,,
,,,6391,63910,Hoạt động thông tấn,"Báo chí, truyền thông","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,6399,63990,Dịch vụ thông tin khác chưa được phân vào đâu,Truyền thông,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
K,,,,,"HOẠT ĐỘNG TÀI CHÍNH, NGÂN HÀNG VÀ BẢO HIỂM",,,,
,64,,,,Hoạt động dịch vụ tài chính (trừ bảo hiểm và bảo hiểm xã hội),,,,
,,641,,,Hoạt động trung gian tiền tệ,,,,
,,,6411,64110,Hoạt động ngân hàng trung ương,"Dịch vụ tài chính, quản lý vốn","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6419,64190,Hoạt động trung gian tiền tệ khác,"Dịch vụ tài chính, mô giới vay, mô giới tài chính","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,642,6420,64200,Hoạt động công ty nắm giữ tài sản,"Dịch vụ tài chính, quản lý tài sản","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,643,6430,64300,"Hoạt động quỹ tín thác, các quỹ và các tổ chức tài chính khác",Dịch vụ tài chính,"Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,649,,,Hoạt động dịch vụ tài chính khác (trừ bảo hiểm và bảo hiểm xã hội),,,,
,,,6491,64910,Hoạt động cho thuê tài chính,Dịch vụ tài chính,"Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6492,64920,Hoạt động cấp tín dụng khác,"Dịch vụ tài chính, Cung cấp vốn, Bảo lãnh tài chính, Bảo lãnh ngân hàng","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6499,64990,Hoạt động dịch vụ tài chính khác chưa được phân vào đâu (trừ bảo hiểm và bảo hiểm xã hội),Dịch vụ tài chính,"Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,65,,,,"Bảo hiểm, tái bảo hiểm và bảo hiểm xã hội (trừ bảo đảm xã hội bắt buộc)",,,,
,,651,,,Bảo hiểm,,,,
,,,6511,65110,Bảo hiểm nhân thọ,"Dịch vụ bảo hiểm, Bảo hiểm tài sản, Tái bảo hiểm","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6512,65120,Bảo hiểm phi nhân thọ,"Dịch vụ bảo hiểm, Bảo hiểm tài sản, Tái bảo hiểm","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6513,,Bảo hiểm sức khỏe,"bảo hiểm sức khỏe, bảo hiểm y tế","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,,65131,Bảo hiểm y tế,"Dịch vụ bảo hiểm, Bảo hiểm y tế","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,,65139,Bảo hiểm sức khỏe khác,"Dịch vụ bảo hiểm, Bảo hiểm sức khỏe, bảo hiểm nhân thọ","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,652,6520,65200,Tái bảo hiểm,"Dịch vụ bảo hiểm, Bảo hiểm tài sản, Tái bảo hiểm","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,653,6530,65300,Bảo hiểm xã hội,"Dịch vụ bảo hiểm, Bảo hiểm xã hội","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,66,,,,Hoạt động tài chính khác,,,,
,,661,,,Hoạt động hỗ trợ dịch vụ tài chính (trừ bảo hiểm và bảo hiểm xã hội),,,,
,,,6611,66110,Quản lý thị trường tài chính,"Dịch vụ tài chính, quản lý tài chính, thị trường chứng khoán","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6612,66120,Môi giới hợp đồng hàng hóa và chứng khoán,"Dịch vụ tài chính, sản giao dịch hàng hóa, mô giới thương mại, chứng khoán","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6619,66190,Hoạt động hỗ trợ dịch vụ tài chính chưa được phân vào đâu,Dịch vụ tài chính,"Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,662,,,Hoạt động hỗ trợ bảo hiểm và bảo hiểm xã hội,,,,
,,,6621,66210,Đánh giá rủi ro và thiệt hại,"Dịch vụ tài chính, thẩm định giá, định giá, giám định","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6622,66220,Hoạt động của đại lý và môi giới bảo hiểm,"Dịch vụ tài chính, đại lý bảo hiểm, dịch vụ bảo hiểm","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,,6629,66290,Hoạt động hỗ trợ khác cho bảo hiểm và bảo hiểm xã hội,"Dịch vụ tài chính, bảo hiểm xã hội, thẩm định, giám định","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
,,663,6630,66300,Hoạt động quản lý quỹ,"Dịch vụ tài chính, quỹ đầu tư","Dịch vụ tài chính, bảo hiểm, logicstic","Tài chính, bảo hiểm",
L,,,,,HOẠT ĐỘNG KINH DOANH BẤT ĐỘNG SẢN,,,,
,68,,,,Hoạt động kinh doanh bất động sản,,,,
,,681,6810,,"Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê","Kinh doanh bất động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",Tư vấn,Tư vấn bất động sản,
,,,,68101,"Mua, bán nhà ở và quyền sử dụng đất ở","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,,,68102,"Mua, bán nhà và quyền sử dụng đất không để ở","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,,,68103,"Cho thuê, điều hành, quản lý nhà và đất ở","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,,,68104,"Cho thuê, điều hành, quản lý nhà và đất không để ở","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,,,68109,Kinh doanh bất động sản khác,"mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,682,6820,,"Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất","Tư vấn, môi giới, đấu giá bất động sản, đấu giá quyền sử dụng đất, Cho thuê, điều hành, quản lý nhà và đất ở",Tư vấn,Tư vấn bất động sản,
,,,,68201,"Tư vấn, môi giới bất động sản, quyền sử dụng đất","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
,,,,68202,"Đấu giá bất động sản, quyền sử dụng đất","mua nhà, mua đất, bán nhà, bán đất, mô giới, cho thuê, kinh doanh bất động sản",Tư vấn,Tư vấn bất động sản,
M,,,,,"HOẠT ĐỘNG CHUYÊN MÔN, KHOA HỌC VÀ CÔNG NGHỆ",,,,
,69,,,,"Hoạt động pháp luật, kế toán và kiểm toán",,,,
,,691,6910,,Hoạt động pháp luật,,,,
,,,,69101,"Hoạt động đại diện, tư vấn pháp luật","Tư vấn luật, tư vấn pháp lý",Tư vấn,Tư vấn chuyên ngành,
,,,,69102,"Hướng dẫn chung và tư vấn, chuẩn bị các tài liệu pháp lý","Tư vấn luật, tư vấn pháp lý",Tư vấn,Tư vấn chuyên ngành,
,,,,69109,Hoạt động pháp luật khác,"Tư vấn luật, tư vấn pháp lý",Tư vấn,Tư vấn chuyên ngành,
,,692,6920,69200,"Hoạt động liên quan đến kế toán, kiểm toán và tư vấn về thuế","Tư vấn kiểm toán,Tư vấn thuế, Tư vấn tài chính, Tư vấn kế toán",Tư vấn,Tư vấn chuyên ngành,
,70,,,,Hoạt động của trụ sở văn phòng; hoạt động tư vấn quản lý,,,,
,,701,7010,70100,Hoạt động của trụ sở văn phòng,,Tư vấn,Tư vấn chuyên ngành,
,,702,7020,70200,Hoạt động tư vấn quản lý,"Tư vấn đấu thầu, Tư vấn giám sát, Tư vấn kiểm định công trình",Tư vấn,Tư vấn xây dựng,
,,,,,,"Tư vấn lập dự án, Tư vấn lập báo cáo nghiên cứu tiền khả thi, Tư vấn lập báo cáo nghiên cứu khả thi, Tư vấn lập báo cáo kinh tế kỹ thuật",Tư vấn,Tư vấn xây dựng,
,,,,,,"Tư vấn quản lý dự án, Tư vấn đầu tư",Tư vấn,Tư vấn xây dựng,
,71,,,,Hoạt động kiến trúc; kiểm tra và phân tích kỹ thuật,,,,
,,711,7110,,Hoạt động kiến trúc và tư vấn kỹ thuật có liên quan,,Tư vấn,Tư vấn xây dựng,
,,,,71101,Hoạt động kiến trúc,"Tư vấn thiết kế, Tư vấn thiết kế kiến trúc, Tư vấn kết cấu, Lập dự toán",Tư vấn,Tư vấn xây dựng,
,,,,71102,Hoạt động đo đạc và bản đồ,"Lập khảo sát, Tư vấn khảo sát, Khảo sát địa hình, Khảo sát địa chất",Tư vấn,Tư vấn xây dựng,
,,,,,,"Lập hồ sơ địa chính; Đo, vẽ bản đồ địa chính; Đo vẽ giải thửa",Tư vấn,Tư vấn xây dựng,
,,,,71103,"Hoạt động thăm dò địa chất, nguồn nước",Khoan thăm dò,Tư vấn,Tư vấn chuyên ngành,
,,,,71109,Hoạt động tư vấn kỹ thuật có liên quan khác,tư vấn,Tư vấn,Tư vấn chuyên ngành,
,,712,7120,71200,Kiểm tra và phân tích kỹ thuật,phân tích,Tư vấn,Tư vấn chuyên ngành,
,72,,,,Nghiên cứu khoa học và phát triển công nghệ,,,,
,,721,,,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học tự nhiên và kỹ thuật,,,,
,,,7211,72110,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học tự nhiên,"Nghiên cứu khoa học, khoa học tự nhiên",Tư vấn,Tư vấn chuyên ngành,
,,,7212,72120,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học kỹ thuật và công nghệ,"Nghiên cứu khoa học, khoa học công nghệ",Tư vấn,Tư vấn chuyên ngành,
,,,7213,72130,"Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học y, dược","Nghiên cứu khoa học, ngành y",Tư vấn,Tư vấn chuyên ngành,
,,,7214,72140,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nông nghiệp,Nghiên cứu khoa học nông nghiệp,Tư vấn,Tư vấn chuyên ngành,
,,722,,,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học xã hội và nhân văn,,,,
,,,7221,72210,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học xã hội,"Khoa học xã hội, tâm lý, ",Tư vấn,Tư vấn chuyên ngành,
,,,7222,72220,Nghiên cứu khoa học và phát triển công nghệ trong lĩnh vực khoa học nhân văn,Kho học nhân văn,Tư vấn,Tư vấn chuyên ngành,
,73,,,,Quảng cáo và nghiên cứu thị trường,,,,
,,731,7310,73100,Quảng cáo,"Quảng cáo, truyền thông, sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,732,7320,73200,Nghiên cứu thị trường và thăm dò dư luận,"Quảng cáo, truyền thông, sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,74,,,,"Hoạt động chuyên môn, khoa học và công nghệ khác",,,,
,,741,7410,74100,Hoạt động thiết kế chuyên dụng,"Tư vấn chuyên ngành điện, Thiết kế hệ thống điện;",Tư vấn,Tư vấn chuyên ngành,
,,,,,,"Tư vấn chuyên ngành nước, Thiết kế cấp thoát nước",Tư vấn,Tư vấn chuyên ngành,
,,742,7420,74200,Hoạt động nhiếp ảnh,,,,
,,749,7490,,"Hoạt động chuyên môn, khoa học và công nghệ khác chưa được phân vào đâu",,,,
,,,,74901,Hoạt động khí tượng thủy văn,,Tư vấn,Tư vấn chuyên ngành,
,,,,74909,"Hoạt động chuyên môn, khoa học và công nghệ khác còn lại chưa được phân vào đâu","Tư vấn môi trường, Lập báo cáo đánh giá tác động môi trường, Lập phương án cải tạo hoàn phục môi trường",Tư vấn,Tư vấn chuyên ngành,
,75,750,7500,75000,Hoạt động thú y,"Thuốc thú y, dịch vụ thú y",Phi tư vấn,Phi tư vấn,
N,,,,,HOẠT ĐỘNG HÀNH CHÍNH VÀ DỊCH VỤ HỖ TRỢ,,,,
,77,,,,"Cho thuê máy móc, thiết bị (không kèm người điều khiển); cho thuê đồ dùng cá nhân và gia đình; cho thuê tài sản vô hình phi tài chính",,,,
,,771,7710,,Cho thuê xe có động cơ,,,,
,,,,77101,Cho thuê ôtô,"Cho thuê xe, cho thuê ô tô","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,,77109,Cho thuê xe có động cơ khác,"Cho thuê xe, cho thuê ô tô","Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,772,,,Cho thuê đồ dùng cá nhân và gia đình,,,,
,,,7721,77210,"Cho thuê thiết bị thể thao, vui chơi giải trí",Cho thuê ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,7722,77220,"Cho thuê băng, đĩa video",Cho thuê ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,,7729,77290,Cho thuê đồ dùng cá nhân và gia đình khác,Cho thuê ,"Dịch vụ tài chính, bảo hiểm, logicstic",Logicstic,
,,773,7730,,"Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác không kèm người điều khiển",,,,
,,,,77301,"Cho thuê máy móc, thiết bị nông, lâm nghiệp không kèm người điều khiển",Cho thuê máy,Phi tư vấn,Phi tư vấn,
,,,,77302,"Cho thuê máy móc, thiết bị xây dựng không kèm người điều khiển","Cho thuê cẩu, cho thuê vận thăng, cho thuê xe nâng, cho thuê cẩu tháp",Phi tư vấn,Phi tư vấn,
,,,,,,"Cho thuê xe lu, cho thuê máy đào, cho thuê máy gạt",Phi tư vấn,Phi tư vấn,
,,,,77303,"Cho thuê máy móc, thiết bị văn phòng (kể cả máy vi tính) không kèm người điều khiển",Cho thuê máy,Phi tư vấn,Phi tư vấn,
,,,,77304,"Cho thuê máy bay, phương tiện bay không kèm người điều khiển",Cho thuê máy,Phi tư vấn,Phi tư vấn,
,,,,77305,"Cho thuê tàu, thuyền và kết cấu nổi không kèm người điều khiển",Cho thuê máy,Phi tư vấn,Phi tư vấn,
,,,,77309,"Cho thuê máy móc, thiết bị và đồ dùng hữu hình khác, không kèm người điều khiển chưa được phân vào đâu",Cho thuê máy,Phi tư vấn,Phi tư vấn,
,,774,7740,77400,Cho thuê tài sản vô hình phi tài chính,Cho thuê máy,Phi tư vấn,Phi tư vấn,
,78,,,,Hoạt động dịch vụ lao động và việc làm,,,,
,,781,7810,78100,"Hoạt động của các trung tâm, đại lý tư vấn, giới thiệu và môi giới lao động, việc làm", Tư vấn việc làm,Tư vấn,Tư vấn chuyên ngành,
,,782,7820,78200,Cung ứng lao động tạm thời, Tư vấn việc làm,Tư vấn,Tư vấn chuyên ngành,
,,783,7830,,Cung ứng và quản lý nguồn lao động,,,,
,,,,78301,Cung ứng và quản lý nguồn lao động trong nước, Tư vấn việc làm,Tư vấn,Tư vấn chuyên ngành,
,,,,78302,Cung ứng và quản lý nguồn lao động đi làm việc ở nước ngoài, Tư vấn việc làm,Tư vấn,Tư vấn chuyên ngành,
,79,,,,"Hoạt động của các đại lý du lịch, kinh doanh tua du lịch và các dịch vụ hỗ trợ, liên quan đến quảng bá và tổ chức tua du lịch",,,,
,,791,,,"Hoạt động của các đại lý du lịch, kinh doanh tua du lịch",,,,
,,,7911,79110,Đại lý du lịch,"Dịch vụ tour, tổ chức du lịch, cho thuê xe, vé máy bay, vé tàu hỏa, vé tàu du lịch, vé ô tô","Dịch vụ tài chính, bảo hiểm, logicstic","Truyền thông, sự kiện",
,,,7912,79120,Điều hành tua du lịch,"Dịch vụ tour, tổ chức du lịch","Dịch vụ tài chính, bảo hiểm, logicstic","Truyền thông, sự kiện",
,,799,7990,79900,Dịch vụ đặt chỗ và các dịch vụ hỗ trợ liên quan đến quảng bá và tổ chức tua du lịch,"Dịch vụ tour, tổ chức du lịch, cho thuê xe","Dịch vụ tài chính, bảo hiểm, logicstic","Truyền thông, sự kiện",
,80,,,,Hoạt động điều tra bảo đảm an toàn,,,,
,,801,8010,80100,Hoạt động bảo vệ tư nhân,"Dịch vụ bảo vệ, vệ sĩ",Phi tư vấn,Phi tư vấn,
,,802,8020,80200,Dịch vụ hệ thống bảo đảm an toàn,"Dịch vụ bảo vệ, vệ sĩ",Phi tư vấn,Phi tư vấn,
,,803,8030,80300,Dịch vụ điều tra,"Dịch vụ bảo vệ, vệ sĩ",Phi tư vấn,Phi tư vấn,
,81,,,,"Hoạt động dịch vụ vệ sinh nhà cửa, công trình và cảnh quan",,,,
,,811,8110,81100,Dịch vụ hỗ trợ tổng hợp,"Quản lý nhà, dịch vụ quản lý tòa nhà",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,812,,,Dịch vụ vệ sinh,,,,
,,,8121,81210,Vệ sinh chung nhà cửa,"Vệ sinh nhà, thuê dọn nhà",Dịch vụ thuê ngoài,Dịch vụ thuê ngoài,
,,,8129,81290,Vệ sinh công nghiệp và các công trình chuyên biệt,"Dịch vụ vệ sinh, vệ sinh công nghiệp",Phi tư vấn,Phi tư vấn,
,,813,8130,81300,Dịch vụ chăm sóc và duy trì cảnh quan,Chăm sóc cảnh quan,Phi tư vấn,Phi tư vấn,
,82,,,,"Hoạt động hành chính, hỗ trợ văn phòng và các hoạt động hỗ trợ kinh doanh khác",,,,
,,821,,,Hoạt động hành chính và hỗ trợ văn phòng,,,,
,,,8211,82110,Dịch vụ hành chính văn phòng tổng hợp,"Dịch vụ quản lý, dịch vụ văn phòng",Phi tư vấn,Phi tư vấn,
,,,8219,,"Photo, chuẩn bị tài liệu và các hoạt động hỗ trợ văn phòng đặc biệt khác",,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,,82191,"Photo, chuẩn bị tài liệu","Dịch vụ in ấn, pho tô","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,,82199,Hoạt động hỗ trợ văn phòng đặc biệt khác,"Dịch vụ in ấn, pho tô, dịch vụ hỗ trợ","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,822,8220,82200,Hoạt động dịch vụ liên quan đến các cuộc gọi,"Tổng đài, thuê ngoài","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,823,8230,82300,Tổ chức giới thiệu và xúc tiến thương mại,"Truyền thông, sự kiện, tổ chức sự kiện, triển lãm","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,829,,,Hoạt động dịch vụ hỗ trợ kinh doanh khác chưa được phân vào đâu,,,,
,,,8291,82910,"Hoạt động dịch vụ hỗ trợ thanh toán, tín dụng",Dịch vụ hỗ trợ,Phi tư vấn,Phi tư vấn,
,,,8292,82920,Dịch vụ đóng gói,"Bao bì, đóng gói, logistic",Phi tư vấn,Phi tư vấn,
,,,8299,82990,Hoạt động dịch vụ hỗ trợ kinh doanh khác còn lại chưa được phân vào đâu,Dịch vụ hỗ trợ,Phi tư vấn,Phi tư vấn,
O,,,,,"HOẠT ĐỘNG CỦA ĐẢNG CỘNG SẢN, TỔ CHỨC CHÍNH TRỊ - XÃ HỘI, QUẢN LÝ NHÀ NƯỚC, AN NINH QUỐC PHÒNG; BẢO ĐẢM XÃ HỘI BẮT BUỘC",,,,
,84,,,,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước, an ninh quốc phòng, đối ngoại và bảo đảm xã hội bắt buộc",,,,
,,841,,,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, quản lý nhà nước và quản lý chính sách kinh tế, xã hội",,,,
,,,8411,,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội, hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp","Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,84111,"Hoạt động của Đảng cộng sản, tổ chức chính trị - xã hội","Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,,84112,Hoạt động quản lý nhà nước nói chung và kinh tế tổng hợp,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,8412,84120,"Hoạt động quản lý nhà nước trong các lĩnh vực y tế, giáo dục, văn hóa và các dịch vụ xã hội khác (trừ bảo đảm xã hội bắt buộc)","Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,8413,84130,Hoạt động quản lý nhà nước trong các lĩnh vực kinh tế chuyên ngành,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,842,,,Hoạt động phục vụ chung cho toàn đất nước,,,,
,,,8421,84210,Hoạt động đối ngoại,"Truyền thông, tổ chức sự kiện, hoạt động đối ngoại","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,8422,84220,Hoạt động quốc phòng,"Truyền thông, tổ chức sự kiện, an ninh quốc phòng, hoạt động quốc phòng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,,8423,84230,"Hoạt động an ninh, trật tự an toàn xã hội","Truyền thông, tổ chức sự kiện, an ninh trật tự, an toàn xã hội","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
,,843,8430,84300,Hoạt động bảo đảm xã hội bắt buộc,"Truyền thông, in ấn, tổ chức sự kiện","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","Truyền thông, sự kiện",
P,,,,,GIÁO DỤC VÀ ĐÀO TẠO,,,,
,85,,,,Giáo dục và đào tạo,Dịch vụ đào tạo,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,851,,,Giáo dục mầm non,,,,
,,,8511,85110,Giáo dục nhà trẻ,"Dịch vụ đào tạo, nhà trẻ, mầm non","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8512,85120,Giáo dục mẫu giáo,"Dịch vụ đào tạo, nhà trả, mẫu giáo","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,852,,,Giáo dục phổ thông,,,,
,,,8521,85210,Giáo dục tiểu học,"Dịch vụ đào tạo, tiểu học","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8522,85220,Giáo dục trung học cơ sở,"Dịch vụ đào tạo, trung học cơ sở","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8523,85230,Giáo dục trung học phổ thông,"Dịch vụ đào tạo, trung học phổ thông","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,853,,,Giáo dục nghề nghiệp,,,,
,,,8531,85310,Đào tạo sơ cấp,"Dịch vụ đào tạo, đào tạo sơ cấp","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8532,85320,Đào tạo trung cấp,"Dịch vụ đào tạo, đào tạo trung cấp","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8533,85330,Đào tạo cao đẳng,"Dịch vụ đào tạo, đào tạo cao đẳng","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,854,,,Giáo dục đại học,,,,
,,,8541,85410,Đào tạo đại học,"Dịch vụ đào tạo, đào tạo đại học","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8542,85420,Đào tạo thạc sỹ,"Dịch vụ đào tạo, đào tạo thạc sỹ","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8543,85430,Đào tạo tiến sỹ,"Dịch vụ đào tạo, đào tạo tiến sỹ","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,855,,,Giáo dục khác,,,,
,,,8551,85510,Giáo dục thể thao và giải trí,Dịch vụ đào tạo,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8552,85520,Giáo dục văn hóa nghệ thuật,"Dịch vụ đào tạo, văn hóa nghệ thuật","Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
,,,8559,85590,Giáo dục khác chưa được phân vào đâu,Dịch vụ đào tạo,"Dịch vụ truyền thông, tổ chức sự kiện, in ấn, đào tạo","In ấn, đào tạo",
